SN,Paper Title,Domain,Year,cluster,umap_x,umap_y,cited_by_count,is_oa,oa_status
471,Machine learning data practices through a data curation lens: An evaluation framework,General Fairness & Bias Mitigation,2024,7,4.957306,-0.12273166,8,True,gold
472,Structural Interventions and the Dynamics of Inequality,General Fairness & Bias Mitigation,2024,7,5.891843,-0.73381877,5,True,gold
473,Should Users Trust Advanced AI Assistants? Justified Trust As a Function of Competence and Alignment,General Fairness & Bias Mitigation,2024,1,2.7104247,-0.8923702,21,True,gold
474,Algorithmic Misjudgement in Google Search Results: Evidence from Auditing the US Online Electoral Information Environment,General Fairness & Bias Mitigation,2024,1,4.393391,2.8494473,8,True,gold
475,Racial/Ethnic Categories in AI and Algorithmic Fairness: Why They Matter and What They Represent,General Fairness & Bias Mitigation,2024,7,4.367837,-1.0642562,3,True,gold
476,Misgendered During Moderation: How Transgender Bodies Make Visible Cisnormative Content Moderation Policies and Enforcement in a Meta Oversight Board Case,General Fairness & Bias Mitigation,2024,0,6.7813873,2.9295654,15,True,gold
477,A preprocessing Shapley value-based approach to detect relevant and disparity prone features in machine learning,General Fairness & Bias Mitigation,2024,7,5.6698065,-0.17520608,2,True,gold
478,Understanding Disparities in Post Hoc Machine Learning Explanation,General Fairness & Bias Mitigation,2024,2,5.9175115,2.9408987,9,True,gold
480,Discrimination Induced by Algorithmic Recourse Objectives,General Fairness & Bias Mitigation,2025,7,5.3009143,-0.5195771,0,True,gold
481,Auditing the Audits: Lessons for Algorithmic Accountability from Local Law 144's Bias Audits,General Fairness & Bias Mitigation,2025,1,3.4786296,-0.97873884,2,True,gold
482,"WEIRD Audits? Research Trends, Linguistic and Geographical Disparities in the Algorithm Audits of Online Platforms - A Systematic Literature Review",General Fairness & Bias Mitigation,2025,1,3.74234,-1.0557008,2,True,gold
483,Epistemic Injustice in Algorithmic Systems and the Limits of Civil Rights Law,General Fairness & Bias Mitigation,2025,7,4.2053423,-1.2474731,0,True,gold
484,It's only fair when I think it's fair: How Gender Bias Alignment Undermines Distributive Fairness in Human-AI Collaboration,LLMs & NLP,2025,6,2.7610216,1.2693737,4,True,gold
485,Expressing stigma and inappropriate responses prevents LLMs from safely replacing mental health providers.,General Fairness & Bias Mitigation,2025,0,1.9622198,2.0210633,105,True,gold
486,Disambiguating Algorithmic Bias: From Neutrality to Justice,General Fairness & Bias Mitigation,2023,1,3.92875,-1.0195318,26,True,gold
487,Evaluating the Fairness of Discriminative Foundation Models in Computer Vision,General Fairness & Bias Mitigation,2023,7,5.173084,1.5818768,5,True,gold
488,Stress-Testing Bias Mitigation Algorithms to Understand Fairness Vulnerabilities,General Fairness & Bias Mitigation,2023,7,5.0345836,0.2585065,3,True,gold
489,Unmasking Nationality Bias: A Study of Human Perception of Nationalities in AI-Generated Articles,General Fairness & Bias Mitigation,2023,2,5.3372154,2.598689,13,False,closed
490,Not So Fair: The Impact of Presumably Fair Machine Learning Models,General Fairness & Bias Mitigation,2023,7,6.0765667,-0.22546677,6,True,green
491,"Target specification bias, counterfactual prediction, and algorithmic fairness in healthcare",Health & Clinical AI,2023,3,0.36668065,1.0962417,10,True,green
492,Perceived Algorithmic Fairness using Organizational Justice Theory: An Empirical Case Study on Algorithmic Hiring,General Fairness & Bias Mitigation,2023,7,4.516065,-1.0318725,7,True,green
493,Policy advice and best practices on bias and fairness in AI,General Fairness & Bias Mitigation,2024,7,4.1905484,-0.34377444,76,True,hybrid
494,The Illusion of Artificial Inclusion,General Fairness & Bias Mitigation,2024,1,3.230397,0.41721728,55,True,gold
495,Navigating the Audit Landscape: A Framework for Developing Transparent and Auditable XR,General Fairness & Bias Mitigation,2023,1,2.976686,-0.6482091,7,True,gold
496,Datafication Genealogies beyond Algorithmic Fairness: Making Up Racialised Subjects,General Fairness & Bias Mitigation,2023,1,3.9728105,-1.2929083,17,True,gold
497,The ethical ambiguity of AI data enrichment: Measuring gaps in research ethics norms and practices,General Fairness & Bias Mitigation,2023,1,3.4070756,0.3234745,14,True,green
498,Envisioning Equitable Speech Technologies for Black Older Adults,LLMs & NLP,2023,2,5.3595033,2.4661195,40,True,gold
499,Understanding accountability in algorithmic supply chains,General Fairness & Bias Mitigation,2023,1,2.6722903,-0.4216353,75,True,gold
500,Rethinking Transparency as a Communicative Constellation,General Fairness & Bias Mitigation,2023,1,5.1236167,-0.6961909,14,True,gold
501,Domain Adaptive Decision Trees: Implications for Accuracy and Fairness,General Fairness & Bias Mitigation,2023,6,5.076271,0.82369006,5,True,green
502,Bias on Demand: A Modelling Framework That Generates Synthetic Data With Bias,General Fairness & Bias Mitigation,2023,7,4.994527,0.10553253,15,True,gold
503,Co-Design Perspectives on Algorithm Transparency Reporting: Guidelines and Prototypes,General Fairness & Bias Mitigation,2023,5,8.411756,2.5070233,10,False,closed
504,Using Supervised Learning to Estimate Inequality in the Size and Persistence of Income Shocks,General Fairness & Bias Mitigation,2023,6,6.0810695,-0.36163852,4,True,gold
505,A Causal Perspective on Label Bias,General Fairness & Bias Mitigation,2024,7,0.29773334,0.99746084,0,True,gold
506,Fairness in Online Ad Delivery,General Fairness & Bias Mitigation,2024,7,5.867553,-0.8307631,5,True,gold
507,Constructing Capabilities: The Politics of Testing Infrastructures for Generative AI,General Fairness & Bias Mitigation,2024,1,3.305107,0.47190055,9,True,gold
508,Crediting Humans: A Systematic Assessment of Influencing Factors for Human-in-the-Loop Figurations in Consumer Credit Lending Decisions,General Fairness & Bias Mitigation,2025,1,2.9676542,-0.073519535,0,True,gold
510,Envisioning Stakeholder-Action Pairs to Mitigate Negative Impacts of AI: A Participatory Approach to Inform Policy Making,General Fairness & Bias Mitigation,2025,1,2.7860246,-0.41369563,4,True,green
511,"Frameworks, Methods and Shared Tasks: Connecting Participatory AI to Trustworthy AI Through a Systematic Review of Global Projects",General Fairness & Bias Mitigation,2025,1,2.7467048,-0.84897304,6,True,gold
512,"Recourse, Repair, Reparation, &amp; Prevention: A Stakeholder Analysis of AI Supply Chains",General Fairness & Bias Mitigation,2025,1,2.491526,-0.17436886,2,True,gold
513,"“You Cannot Sound Like GPT"": Signs of language discrimination and resistance in computer science publishing",LLMs & NLP,2025,2,5.4230337,3.109181,10,True,gold
514,Guardian: A Runtime Framework for LLM-Based UI Exploration,LLMs & NLP,2024,4,4.6115446,2.2921014,13,False,closed
515,Graph-Aware Contrasting for Multivariate Time-Series Classification,Graph-Based Fairness & Bias Mitigation,2024,6,7.2950406,1.4555947,24,True,diamond
516,Complete Neural Networks for Complete Euclidean Graphs,Graph-Based Fairness & Bias Mitigation,2024,6,7.2787337,1.058804,3,True,diamond
517,ResidualTransformer: Residual Low-Rank Learning with Weight-Sharing for Transformer Layers,General Fairness & Bias Mitigation,2023,6,3.5800061,2.441096,0,True,green
518,Socially Fair k-Means Clustering,General Fairness & Bias Mitigation,2021,7,7.056284,0.2541645,1,True,green
519,Fairness Without Demographics in Repeated Loss Minimization,General Fairness & Bias Mitigation,2018,7,5.507335,0.9755544,108,True,green
