SN,Paper Title,DOI,Domain,Year,umap_x,umap_y,umap_x_minilm,umap_y_minilm,umap_x_mpnet,umap_y_mpnet,umap_x_specter,umap_y_specter,cited_by_count,is_oa,oa_status,oa_url
362,Word embeddings quantify 100 years of gender and ethnic stereotypes,https://doi.org/10.1073/pnas.1720347115,LLMs & NLP,2018,2.1402447,5.266544,9.60122,4.4199653,2.1402447,5.266544,1.7663803,8.08166,1081,True,green,https://arxiv.org/pdf/1711.08412
363,AI can be sexist and racist — it’s time to make it fair,https://doi.org/10.1038/d41586-018-05707-8,General Fairness & Bias Mitigation,2018,5.806021,5.285234,7.3674107,6.4707775,5.806021,5.285234,1.1005268,3.3974037,745,True,hybrid,https://www.nature.com/magazine-assets/d41586-018-05707-8/d41586-018-05707-8.pdf
364,Ensuring Fairness in Machine Learning to Advance Health Equity,https://doi.org/10.7326/m18-1990,Health & Clinical AI,2018,5.684015,0.77663845,10.022871,8.62275,5.684015,0.77663845,6.2834487,4.375079,1134,True,green,https://www.ncbi.nlm.nih.gov/pmc/articles/6594166
365,"The accuracy, fairness, and limits of predicting recidivism",https://doi.org/10.1126/sciadv.aao5580,General Fairness & Bias Mitigation,2018,7.209066,3.6861045,7.4739375,8.466556,7.209066,3.6861045,4.590113,2.5672445,1009,True,gold,https://advances.sciencemag.org/content/advances/4/1/eaao5580.full.pdf
366,Fair Prediction with Disparate Impact: A Study of Bias in Recidivism Prediction Instruments,https://doi.org/10.1089/big.2016.0047,General Fairness & Bias Mitigation,2017,7.168124,3.7727995,7.3852587,8.482669,7.168124,3.7727995,4.6573524,2.5321827,158,True,bronze,https://www.liebertpub.com/doi/pdf/10.1089/big.2016.0047
367,Equality of Opportunity in Supervised Learning,https://doi.org/10.48550/arxiv.1610.02413,General Fairness & Bias Mitigation,2016,7.191197,5.561466,5.8678184,7.4651947,7.191197,5.561466,1.9368114,3.4147618,1915,True,green,https://arxiv.org/pdf/1610.02413
368,Man is to Computer Programmer as Woman is to Homemaker? Debiasing Word Embeddings,https://doi.org/10.48550/arxiv.1607.06520,LLMs & NLP,2016,2.0878432,5.3832965,9.585018,4.381138,2.0878432,5.3832965,1.8767561,7.9081383,1362,True,green,https://arxiv.org/pdf/1607.06520
369,Fairness through awareness,https://doi.org/10.1145/2090236.2090255,General Fairness & Bias Mitigation,2012,7.246556,5.7535415,5.536033,7.1766253,7.246556,5.7535415,2.3090954,2.0831761,3331,False,closed,
370,“How Biased are Your Features?”: Computing Fairness Influence Functions with Global Sensitivity Analysis,https://doi.org/10.1145/3593013.3593983,General Fairness & Bias Mitigation,2023,7.02911,5.7711725,5.9984465,6.4175005,7.02911,5.7711725,2.092089,2.3478303,8,True,gold,https://dl.acm.org/doi/pdf/10.1145/3593013.3593983
371,A Critical Survey on Fairness Benefits of Explainable AI,https://doi.org/10.1145/3630106.3658990,General Fairness & Bias Mitigation,2024,5.813959,3.9181516,7.3304515,7.271047,5.813959,3.9181516,2.8087833,3.0909314,38,True,gold,https://dl.acm.org/doi/pdf/10.1145/3630106.3658990
372,A deep-learning method for the end-to-end prediction of intracranial aneurysm rupture risk,https://doi.org/10.1016/j.patter.2023.100709,Health & Clinical AI,2023,4.926238,0.1793441,11.213163,8.131518,4.926238,0.1793441,6.8248367,5.36458,20,True,gold,http://www.cell.com/article/S2666389923000466/pdf
373,A Framework for Assurance Audits of Algorithmic Systems,https://doi.org/10.1145/3630106.3658957,General Fairness & Bias Mitigation,2024,5.3022776,3.7456167,8.305552,7.7438083,5.3022776,3.7456167,3.6476636,5.2219305,25,True,gold,https://dl.acm.org/doi/pdf/10.1145/3630106.3658957
374,A scientometric analysis of fairness in health AI literature,https://doi.org/10.1371/journal.pgph.0002513,Health & Clinical AI,2024,5.709788,0.8250946,10.349777,8.39741,5.709788,0.8250946,5.9552875,5.585749,9,True,gold,https://journals.plos.org/globalpublichealth/article/file?id=10.1371/journal.pgph.0002513&type=printable
375,A scoping review of fair machine learning techniques when using real-world data,https://doi.org/10.1016/j.jbi.2024.104622,General Fairness & Bias Mitigation,2024,5.6970816,0.703429,10.380318,8.73646,5.6970816,0.703429,6.4638457,5.1970997,40,True,hybrid,https://doi.org/10.1016/j.jbi.2024.104622
376,A Theory of Auditability for Allocation and Social Choice Mechanisms,https://doi.org/10.1145/3593013.3594017,General Fairness & Bias Mitigation,2023,7.2536507,5.26414,5.9450464,6.8351264,7.2536507,5.26414,-1.0454602,7.241773,4,False,closed,
377,ACROCPoLis: A Descriptive Framework for Making Sense of Fairness,https://doi.org/10.1145/3593013.3594059,General Fairness & Bias Mitigation,2023,6.389482,4.9148273,7.2538013,7.2772746,6.389482,4.9148273,3.5293713,6.0629005,8,True,gold,https://dl.acm.org/doi/pdf/10.1145/3593013.3594059
378,Addressing Bias and Fairness in Machine Learning: A Practical Guide and Hands-on Tutorial,https://doi.org/10.1145/3580305.3599180,General Fairness & Bias Mitigation,2023,6.1908793,5.5377035,6.492828,6.4673257,6.1908793,5.5377035,1.7146971,3.458348,3,False,closed,
379,Advances in decision support for diagnosis and early management of acute leukaemia,https://doi.org/10.1016/s2589-7500(24)00066-9,Health & Clinical AI,2024,4.9955935,0.2000447,11.186784,8.139791,4.9955935,0.2000447,6.875108,5.382024,3,True,gold,https://doi.org/10.1016/s2589-7500(24)00066-9
380,Algorithm Bias and Perceived Fairness: A Comprehensive Scoping Review,https://doi.org/10.1145/3632634.3655848,General Fairness & Bias Mitigation,2024,6.1085734,4.72034,7.420926,7.323011,6.1085734,4.72034,2.518755,5.3552384,4,True,gold,https://dl.acm.org/doi/pdf/10.1145/3632634.3655848
381,Algorithmic Pluralism: A Structural Approach To Equal Opportunity,https://doi.org/10.1145/3630106.3658899,General Fairness & Bias Mitigation,2024,6.49951,4.397615,6.9306726,7.7570662,6.49951,4.397615,3.2046878,2.8391871,12,True,gold,https://doi.org/10.1145/3630106.3658899
382,Annotating and Detecting Fine-grained Factual Errors for Dialogue Summarization,https://doi.org/10.18653/v1/2023.acl-long.377,LLMs & NLP,2023,2.4559557,6.4885244,9.379295,2.9117305,2.4559557,6.4885244,2.2186909,9.282098,1,True,gold,https://aclanthology.org/2023.acl-long.377.pdf
383,Assessing the potential of GPT-4 to perpetuate racial and gender biases in health care: a model evaluation study,https://doi.org/10.1016/s2589-7500(23)00225-x,LLMs & NLP,2023,4.291248,1.6084734,10.808571,6.5132475,4.291248,1.6084734,3.2784772,8.35695,427,True,gold,https://doi.org/10.1016/s2589-7500(23)00225-x
384,Association Between Unmet Nonmedication Needs After Hospital Discharge and Readmission or Death Among Acute Respiratory Failure Survivors: A Multicenter Prospective Cohort Study*,https://doi.org/10.1097/ccm.0000000000005709,Health & Clinical AI,2023,5.396327,1.0156792,10.458767,8.552866,5.396327,1.0156792,6.0634027,5.225164,10,False,closed,
385,Auditing Cross-Cultural Consistency of Human-Annotated Labels for Recommendation Systems,https://doi.org/10.1145/3593013.3594098,Recommender Systems,2023,10.8636875,5.9367385,8.341986,4.169896,10.8636875,5.9367385,-1.2978071,8.057255,5,True,green,https://arxiv.org/pdf/2305.05917
386,Auditing for Racial Discrimination in the Delivery of Education Ads,https://doi.org/10.1145/3630106.3659041,General Fairness & Bias Mitigation,2024,6.93611,4.385327,6.3872867,7.8772,6.93611,4.385327,4.109029,3.111422,9,True,gold,https://dl.acm.org/doi/pdf/10.1145/3630106.3659041
387,Auditing Work: Exploring the New York City algorithmic bias audit regime,https://doi.org/10.1145/3630106.3658959,General Fairness & Bias Mitigation,2024,5.561815,4.030622,8.022984,7.8126926,5.561815,4.030622,4.200438,3.5697443,36,True,gold,https://dl.acm.org/doi/pdf/10.1145/3630106.3658959
388,Bias and Debias in Recommender System: A Survey and Future Directions,https://doi.org/10.1145/3564284,Recommender Systems,2022,10.990693,6.2755923,5.032428,2.3168557,10.990693,6.2755923,-2.0611706,7.829944,603,False,closed,
389,Bias Discovery in Machine Learning Models for Mental Health,https://doi.org/10.3390/info13050237,Health & Clinical AI,2022,5.948563,0.5738612,10.33418,8.862102,5.948563,0.5738612,5.664652,4.511077,27,True,gold,https://www.mdpi.com/2078-2489/13/5/237/pdf?version=1652174252
390,Bias in machine learning models can be significantly mitigated by careful training: Evidence from neuroimaging studies,https://doi.org/10.1073/pnas.2211613120,General Fairness & Bias Mitigation,2023,5.2607408,0.3043615,10.7610035,8.709867,5.2607408,0.3043615,6.7482433,5.022418,73,True,hybrid,https://doi.org/10.1073/pnas.2211613120
391,Causal Fairness Analysis: A Causal Toolkit for Fair Machine Learning,https://doi.org/10.1561/2200000106,General Fairness & Bias Mitigation,2024,6.7863636,5.0892363,6.3786874,7.1309443,6.7863636,5.0892363,2.7636664,3.511334,23,False,closed,
392,Deep Multimodal Data Fusion,https://doi.org/10.1145/3649447,General Fairness & Bias Mitigation,2024,3.50496,6.400073,7.860546,4.2763762,3.50496,6.400073,0.6201604,5.5067363,304,True,bronze,https://dl.acm.org/doi/pdf/10.1145/3649447
393,Disentangling Perceptions of Offensiveness: Cultural and Moral Correlates,https://doi.org/10.1145/3630106.3659022,General Fairness & Bias Mitigation,2024,6.895165,3.8728306,7.6103954,8.23345,6.895165,3.8728306,5.0231533,2.37024,7,True,gold,https://dl.acm.org/doi/pdf/10.1145/3630106.3659022
394,"Ethnic Classifications in Algorithmic Fairness: Concepts, Measures and Implications in Practice",https://doi.org/10.1145/3630106.3658902,General Fairness & Bias Mitigation,2024,7.347053,4.9291472,6.197872,7.7524643,7.347053,4.9291472,3.1539876,2.8160367,4,True,gold,https://dl.acm.org/doi/pdf/10.1145/3630106.3658902
395,Ethnic disparity in diagnosing asymptomatic bacterial vaginosis using machine learning,https://doi.org/10.1038/s41746-023-00953-1,Health & Clinical AI,2023,5.671987,0.5467546,10.41667,8.978639,5.671987,0.5467546,6.7119765,4.8822594,27,True,gold,https://www.nature.com/articles/s41746-023-00953-1.pdf
396,Evaluating and mitigating bias in machine learning models for cardiovascular disease prediction,https://doi.org/10.1016/j.jbi.2023.104294,Health & Clinical AI,2023,5.349866,2.1417317,10.176886,7.850583,5.349866,2.1417317,3.493385,6.2251544,72,True,green,https://pmc.ncbi.nlm.nih.gov/articles/PMC11104322/pdf/nihms-1985581.pdf
397,"Evidence of What, for Whom? The Socially Contested Role of Algorithmic Bias in a Predictive Policing Tool",https://doi.org/10.1145/3630106.3658991,General Fairness & Bias Mitigation,2024,6.822757,3.8394983,7.6236515,8.234724,6.822757,3.8394983,4.985763,2.3791552,11,True,gold,https://dl.acm.org/doi/pdf/10.1145/3630106.3658991
398,Fairness and bias correction in machine learning for depression prediction across four study populations,https://doi.org/10.1038/s41598-024-58427-7,Health & Clinical AI,2024,5.9815364,0.57764965,10.159693,8.82214,5.9815364,0.57764965,6.0753465,4.5812225,31,True,gold,https://www.nature.com/articles/s41598-024-58427-7.pdf
399,Fairness Feedback Loops: Training on Synthetic Data Amplifies Bias,https://doi.org/10.1145/3630106.3659029,Health & Clinical AI,2024,6.373581,6.132214,6.58945,5.6742854,6.373581,6.132214,1.1822485,3.4662654,14,True,gold,https://dl.acm.org/doi/pdf/10.1145/3630106.3659029
400,Fairness in AI-Based Mental Health: Clinician Perspectives and Bias Mitigation,https://doi.org/10.1609/aies.v7i1.31732,General Fairness & Bias Mitigation,2024,5.903147,0.62996197,10.342932,8.779945,5.903147,0.62996197,6.0297165,4.869873,7,True,bronze,https://ojs.aaai.org/index.php/AIES/article/download/31732/33899
401,Fairness in Graph Machine Learning: Recent Advances and Future Prospectives,https://doi.org/10.1145/3580305.3599555,Graph-Based Fairness & Bias Mitigation,2023,9.645087,6.3242435,5.6181173,4.0246058,9.645087,6.3242435,-1.8159465,4.957752,4,False,closed,
402,Fairness in Graph Mining: A Survey,https://doi.org/10.1109/tkde.2023.3265598,Graph-Based Fairness & Bias Mitigation,2023,9.333076,6.1408362,5.5498357,4.066651,9.333076,6.1408362,-1.8456626,4.90668,124,False,closed,
403,Fairness in Reinforcement Learning: A Survey,https://doi.org/10.1609/aies.v7i1.31718,General Fairness & Bias Mitigation,2024,7.0575447,5.927955,5.6315894,6.7296515,7.0575447,5.927955,1.7794117,2.8111987,5,True,bronze,https://ojs.aaai.org/index.php/AIES/article/download/31718/33885
404,FairSwiRL: fair semi-supervised classification with representation learning,https://doi.org/10.1007/s10994-023-06342-9,General Fairness & Bias Mitigation,2023,6.738394,6.2528324,5.656134,6.338754,6.738394,6.2528324,1.077644,3.3705535,3,True,hybrid,https://link.springer.com/content/pdf/10.1007/s10994-023-06342-9.pdf
405,Find-2-Find: Multitask Learning for Anaphora Resolution and Object Localization,https://doi.org/10.18653/v1/2023.emnlp-main.504,LLMs & NLP,2023,3.4499574,6.428411,7.9196954,4.3342347,3.4499574,6.428411,0.47685632,5.6426344,0,True,gold,https://aclanthology.org/2023.emnlp-main.504.pdf
406,Framework for bias evaluation in large language models in healthcare settings,https://doi.org/10.1038/s41746-025-01786-w,LLMs & NLP,2025,4.3053036,1.5834033,10.573976,6.994905,4.3053036,1.5834033,6.3071547,5.8549232,25,True,gold,https://www.nature.com/articles/s41746-025-01786-w.pdf
407,GATE X-E : A Challenge Set for Gender-Fair Translations from Weakly-Gendered Languages,https://doi.org/10.18653/v1/2024.findings-acl.504,LLMs & NLP,2024,9.863633,6.2663884,5.4726143,3.6998963,9.863633,6.2663884,-2.2634544,7.1334043,1,True,gold,https://aclanthology.org/2024.findings-acl.504.pdf
408,General then Personal: Decoupling and Pre-training for Personalized Headline Generation,https://doi.org/10.1162/tacl_a_00621,LLMs & NLP,2023,2.9641774,6.607059,8.7822895,2.9905226,2.9641774,6.607059,-1.428471,8.229236,4,True,diamond,https://direct.mit.edu/tacl/article-pdf/doi/10.1162/tacl_a_00621/2196823/tacl_a_00621.pdf
409,Global Health Informatics: the state of research and lessons learned,https://doi.org/10.1093/jamia/ocad027,Health & Clinical AI,2023,5.420473,1.2295299,10.445146,7.4549456,5.420473,1.2295299,5.374595,5.20825,6,True,bronze,https://academic.oup.com/jamia/article-pdf/30/4/627/49524367/ocad027.pdf
410,Group Fairness via Group Consensus,https://doi.org/10.1145/3630106.3659006,General Fairness & Bias Mitigation,2024,6.7362533,6.049137,6.161934,6.1286736,6.7362533,6.049137,1.5808784,2.5908906,6,True,gold,https://dl.acm.org/doi/pdf/10.1145/3630106.3659006
411,GumbelSoft: Diversified Language Model Watermarking via the GumbelMax-trick,https://doi.org/10.18653/v1/2024.acl-long.315,LLMs & NLP,2024,2.5063677,6.488642,8.803282,3.0606313,2.5063677,6.488642,2.143291,8.829366,6,True,gold,https://aclanthology.org/2024.acl-long.315.pdf
412,Impact on bias mitigation algorithms to variations in inferred sensitive attribute uncertainty,https://doi.org/10.3389/frai.2025.1520330,General Fairness & Bias Mitigation,2025,5.842687,5.3721843,6.812958,6.1298847,5.842687,5.3721843,2.8151758,5.3715286,1,True,gold,https://www.frontiersin.org/journals/artificial-intelligence/articles/10.3389/frai.2025.1520330/pdf
413,Incorporating Attribution Importance for Improving Faithfulness Metrics,https://doi.org/10.18653/v1/2023.acl-long.261,General Fairness & Bias Mitigation,2023,2.8558655,6.4943285,9.467115,2.8525536,2.8558655,6.4943285,2.2392733,9.032918,4,True,gold,https://aclanthology.org/2023.acl-long.261.pdf
414,Intersectional Stereotypes in Large Language Models: Dataset and Analysis,https://doi.org/10.18653/v1/2023.findings-emnlp.575,LLMs & NLP,2023,2.6022692,5.2359576,9.539528,4.070829,2.6022692,5.2359576,1.9954077,8.193971,4,True,gold,https://aclanthology.org/2023.findings-emnlp.575.pdf
415,Language or rating scales based classifications of emotions: computational analysis of language and alexithymia,https://doi.org/10.1038/s44184-024-00080-z,LLMs & NLP,2024,4.062341,1.7898449,10.674151,6.2203927,4.062341,1.7898449,3.057129,8.154844,4,True,diamond,https://www.nature.com/articles/s44184-024-00080-z.pdf
416,Large Language Models are not Fair Evaluators,https://doi.org/10.18653/v1/2024.acl-long.511,LLMs & NLP,2024,2.150814,6.2649565,9.491991,3.387616,2.150814,6.2649565,2.4820628,9.027233,67,True,gold,https://aclanthology.org/2024.acl-long.511.pdf
417,LLatrieval: LLM-Verified Retrieval for Verifiable Generation,https://doi.org/10.18653/v1/2024.naacl-long.305,LLMs & NLP,2024,2.115951,6.259227,9.454169,3.4432213,2.115951,6.259227,2.5344672,8.97148,15,True,gold,https://aclanthology.org/2024.naacl-long.305.pdf
418,Patient-centricity in digital measure development: co-evolution of best practice and regulatory guidance,https://doi.org/10.1038/s41746-024-01110-y,Health & Clinical AI,2024,5.0984793,1.198578,10.483843,7.3864255,5.0984793,1.198578,5.372214,5.2677784,9,True,gold,https://www.nature.com/articles/s41746-024-01110-y.pdf
419,PEEB: Part-based Image Classifiers with an Explainable and Editable Language Bottleneck,https://doi.org/10.18653/v1/2024.findings-naacl.131,General Fairness & Bias Mitigation,2024,3.3506851,6.406732,7.7213025,4.552842,3.3506851,6.406732,0.4050417,5.5798607,2,True,gold,https://aclanthology.org/2024.findings-naacl.131.pdf
420,Retrieving Relevant Context to Align Representations for Cross-lingual Event Detection,https://doi.org/10.18653/v1/2023.findings-acl.135,LLMs & NLP,2023,2.8932095,6.535926,8.373076,3.6632051,2.8932095,6.535926,2.6874068,9.357141,6,True,gold,https://aclanthology.org/2023.findings-acl.135.pdf
421,SAF: Stakeholders’ Agreement on Fairness in the Practice of Machine Learning Development,https://doi.org/10.1007/s11948-023-00448-y,General Fairness & Bias Mitigation,2023,5.731138,4.564461,6.6130867,6.7113557,5.731138,4.564461,1.3644762,3.245,3,True,hybrid,https://link.springer.com/content/pdf/10.1007/s11948-023-00448-y.pdf
422,Should Fairness be a Metric or a Model? A Model-based Framework for Assessing Bias in Machine Learning Pipelines,https://doi.org/10.1145/3641276,General Fairness & Bias Mitigation,2024,6.471352,5.7121806,6.549302,5.76336,6.471352,5.7121806,1.5982708,8.543764,27,False,closed,
423,SKD-NER: Continual Named Entity Recognition via Span-based Knowledge Distillation with Reinforcement Learning,https://doi.org/10.18653/v1/2023.emnlp-main.413,LLMs & NLP,2023,2.716916,6.682616,9.841165,5.478245,2.716916,6.682616,3.104142,9.182904,10,True,gold,https://aclanthology.org/2023.emnlp-main.413.pdf
424,Sociodemographic bias in clinical machine learning models: a scoping review of algorithmic bias instances and mechanisms,https://doi.org/10.1016/j.jclinepi.2024.111606,Health & Clinical AI,2024,5.7808485,0.9392834,10.129486,8.564596,5.7808485,0.9392834,6.5327992,4.816697,21,True,hybrid,https://doi.org/10.1016/j.jclinepi.2024.111606
425,Systematic literature review on bias mitigation in generative AI,https://doi.org/10.1007/s43681-025-00721-9,LLMs & NLP,2025,4.806111,4.8682437,8.094089,6.380318,4.806111,4.8682437,2.5482001,5.85797,22,True,hybrid,https://link.springer.com/content/pdf/10.1007/s43681-025-00721-9.pdf
426,The Conflict Between Algorithmic Fairness and Non-Discrimination: An Analysis of Fair Automated Hiring,https://doi.org/10.1145/3630106.3659015,General Fairness & Bias Mitigation,2024,6.2785945,4.4517994,6.643515,7.542945,6.2785945,4.4517994,4.1624355,3.6908004,3,True,gold,https://dl.acm.org/doi/pdf/10.1145/3630106.3659015
427,The limits of fair medical imaging AI in real-world generalization,https://doi.org/10.1038/s41591-024-03113-4,Health & Clinical AI,2024,5.092269,0.24265428,11.015342,8.186272,5.092269,0.24265428,6.693896,5.5594954,198,True,hybrid,https://www.nature.com/articles/s41591-024-03113-4.pdf
428,The Neutrality Fallacy: When Algorithmic Fairness Interventions are (Not) Positive Action,https://doi.org/10.1145/3630106.3659025,General Fairness & Bias Mitigation,2024,6.2621555,4.3427687,6.7277417,7.64456,6.2621555,4.3427687,1.6853857,2.9456444,6,True,gold,https://dl.acm.org/doi/pdf/10.1145/3630106.3659025
429,Toward fairness in artificial intelligence for medical image analysis: identification and mitigation of potential biases in the roadmap from data collection to model deployment,https://doi.org/10.1117/1.jmi.10.6.061104,Health & Clinical AI,2023,5.0403614,0.39263842,10.760348,7.949661,5.0403614,0.39263842,6.654471,5.551451,125,True,hybrid,https://www.spiedigitallibrary.org/journals/journal-of-medical-imaging/volume-10/issue-6/061104/Toward-fairness-in-artificial-intelligence-for-medical-image-analysis/10.1117/1.JMI.10.6.061104.pdf
430,Towards Fair Graph Neural Networks via Graph Counterfactual,https://doi.org/10.1145/3583780.3615092,Graph-Based Fairness & Bias Mitigation,2023,9.642798,6.333624,5.6291866,3.9688919,9.642798,6.333624,-1.8348646,4.9803305,20,True,green,https://arxiv.org/pdf/2307.04937
431,Using the electronic health record to provide audit and feedback in medical student clerkships,https://doi.org/10.1093/jamiaopen/ooae090,Health & Clinical AI,2024,5.1387725,1.3936218,10.544012,7.351746,5.1387725,1.3936218,5.30766,5.963465,0,True,gold,https://academic.oup.com/jamiaopen/article-pdf/7/3/ooae090/59243473/ooae090.pdf
432,Certification Labels for Trustworthy AI: Insights From an Empirical Mixed-Method Study,https://doi.org/10.1145/3593013.3593994,General Fairness & Bias Mitigation,2023,5.0940742,3.7535064,8.358592,7.665885,5.0940742,3.7535064,3.692673,5.336479,40,True,gold,https://dl.acm.org/doi/pdf/10.1145/3593013.3593994
433,On the Impact of Explanations on Understanding of Algorithmic Decision-Making,https://doi.org/10.1145/3593013.3594054,General Fairness & Bias Mitigation,2023,5.682619,3.669148,8.515539,7.296646,5.682619,3.669148,3.154752,4.736082,11,True,gold,https://dl.acm.org/doi/pdf/10.1145/3593013.3594054
434,Towards a Science of Human-AI Decision Making: An Overview of Design Space in Empirical Human-Subject Studies,https://doi.org/10.1145/3593013.3594087,General Fairness & Bias Mitigation,2023,5.4745836,3.4978795,8.426066,7.191783,5.4745836,3.4978795,2.7590497,5.438711,152,False,closed,
435,Machine Explanations and Human Understanding,https://doi.org/10.1145/3593013.3593970,General Fairness & Bias Mitigation,2023,5.6231704,3.5804422,8.502152,7.270821,5.6231704,3.5804422,3.1369574,4.77289,14,False,closed,
436,"Humans, AI, and Context: Understanding End-Users’ Trust in a Real-World Computer Vision Application",https://doi.org/10.1145/3593013.3593978,General Fairness & Bias Mitigation,2023,5.1634665,3.7873116,8.377925,7.58572,5.1634665,3.7873116,2.6021166,5.4774623,35,True,gold,https://dl.acm.org/doi/pdf/10.1145/3593013.3593978
437,The Possibility of Fairness: Revisiting the Impossibility Theorem in Practice,https://doi.org/10.1145/3593013.3594007,General Fairness & Bias Mitigation,2023,7.215038,5.856645,5.6634946,6.9959927,7.215038,5.856645,2.5747447,2.4709337,19,True,gold,https://doi.org/10.1145/3593013.3594007
438,Maximal fairness,https://doi.org/10.1145/3593013.3594048,General Fairness & Bias Mitigation,2023,6.383493,5.085616,5.5718412,7.105365,6.383493,5.085616,2.783046,2.6536057,3,True,gold,https://doi.org/10.1145/3593013.3594048
439,Enhancing AI fairness through impact assessment in the European Union: a legal and computer science perspective,https://doi.org/10.1145/3593013.3594076,General Fairness & Bias Mitigation,2023,5.233275,3.8151023,8.155584,7.615369,5.233275,3.8151023,3.7695568,5.233678,23,False,closed,
440,Help or Hinder? Evaluating the Impact of Fairness Metrics and Algorithms in Visualizations for Consensus Ranking,https://doi.org/10.1145/3593013.3594108,General Fairness & Bias Mitigation,2023,10.472905,5.494174,4.5768557,3.270977,10.472905,5.494174,-1.4264513,6.9769745,4,True,green,https://arxiv.org/pdf/2308.06233
441,Simplicity Bias Leads to Amplified Performance Disparities,https://doi.org/10.1145/3593013.3594003,General Fairness & Bias Mitigation,2023,5.970132,6.116956,6.682859,5.430482,5.970132,6.116956,1.0745822,3.5219812,3,True,gold,https://dl.acm.org/doi/pdf/10.1145/3593013.3594003?download=true
442,A Sociotechnical Audit: Assessing Police Use of Facial Recognition,https://doi.org/10.1145/3593013.3594084,General Fairness & Bias Mitigation,2023,5.5492864,3.961003,8.005453,7.895824,5.5492864,3.961003,3.048068,3.7592566,20,True,gold,https://dl.acm.org/doi/pdf/10.1145/3593013.3594084
443,Which Stereotypes Are Moderated and Under-Moderated in Search Engine Autocompletion?,https://doi.org/10.1145/3593013.3594062,LLMs & NLP,2023,2.6120641,5.246364,9.033473,4.1503816,2.6120641,5.246364,1.9561317,8.303681,10,True,gold,https://doi.org/10.1145/3593013.3594062
444,AI Regulation Is (not) All You Need,https://doi.org/10.1145/3593013.3594079,General Fairness & Bias Mitigation,2023,5.1590543,3.6960475,8.33649,7.721157,5.1590543,3.6960475,3.681574,5.289455,35,False,closed,
445,Examining risks of racial biases in NLP tools for child protective services,https://doi.org/10.1145/3593013.3594094,LLMs & NLP,2023,2.4384947,5.340354,8.884558,4.3914313,2.4384947,5.340354,2.774751,7.876035,15,True,gold,https://doi.org/10.1145/3593013.3594094
446,Interrogating the T in FAccT,https://doi.org/10.1145/3593013.3594104,General Fairness & Bias Mitigation,2023,5.873652,4.1085463,7.1257653,7.047423,5.873652,4.1085463,2.7482026,2.9456766,15,True,gold,https://dl.acm.org/doi/pdf/10.1145/3593013.3594104
447,Representation in AI Evaluations,https://doi.org/10.1145/3593013.3594019,General Fairness & Bias Mitigation,2023,5.4191294,4.187283,7.6737704,6.748112,5.4191294,4.187283,2.7187564,5.6326356,15,True,gold,https://dl.acm.org/doi/pdf/10.1145/3593013.3594019
448,A Systematic Review of Ethics Disclosures in Predictive Mental Health Research,https://doi.org/10.1145/3593013.3594082,Health & Clinical AI,2023,5.579591,1.4670799,9.353119,8.057179,5.579591,1.4670799,6.0604315,4.64163,15,False,closed,
449,"WEIRD FAccTs: How Western, Educated, Industrialized, Rich, and Democratic is FAccT?",https://doi.org/10.1145/3593013.3593985,General Fairness & Bias Mitigation,2023,5.2051635,4.3992453,8.049591,6.5839577,5.2051635,4.3992453,2.8235273,5.5270066,46,True,green,https://arxiv.org/pdf/2305.06415
450,Diagnosing AI Explanation Methods with Folk Concepts of Behavior,https://doi.org/10.1145/3593013.3593993,General Fairness & Bias Mitigation,2023,5.5927043,3.6465235,8.4806,7.2646275,5.5927043,3.6465235,3.1774666,4.774368,0,True,gold,https://dl.acm.org/doi/pdf/10.1145/3593013.3593993
451,How to Explain and Justify Almost Any Decision: Potential Pitfalls for Accountability in AI Decision-Making,https://doi.org/10.1145/3593013.3593972,General Fairness & Bias Mitigation,2023,5.885705,3.840416,8.531398,7.4623327,5.885705,3.840416,3.0990024,4.370525,8,False,closed,
452,"Explainable AI is Dead, Long Live Explainable AI!",https://doi.org/10.1145/3593013.3594001,General Fairness & Bias Mitigation,2023,5.602343,3.5610383,8.517786,7.3371887,5.602343,3.5610383,3.1310956,4.710077,136,False,closed,
453,"Explainability in AI Policies: A Critical Review of Communications, Reports, Regulations, and Standards in the EU, US, and UK",https://doi.org/10.1145/3593013.3594074,General Fairness & Bias Mitigation,2023,5.5636635,3.5595005,8.467827,7.532213,5.5636635,3.5595005,3.2349327,4.8356514,58,True,gold,https://dl.acm.org/doi/pdf/10.1145/3593013.3594074
454,An Empirical Analysis of Racial Categories in the Algorithmic Fairness Literature,https://doi.org/10.1145/3593013.3594083,General Fairness & Bias Mitigation,2023,6.7814,4.319687,6.8141537,8.057232,6.7814,4.319687,3.3630688,2.6805012,15,True,green,https://arxiv.org/pdf/2309.06607
455,How Redundant are Redundant Encodings? Blindness in the Wild and Racial Disparity when Race is Unobserved,https://doi.org/10.1145/3593013.3594034,General Fairness & Bias Mitigation,2023,7.401748,4.6622834,9.452321,8.73632,7.401748,4.6622834,6.2810974,4.3141255,9,True,gold,https://dl.acm.org/doi/pdf/10.1145/3593013.3594034
456,Bias as Boundary Object: Unpacking The Politics Of An Austerity Algorithm Using Bias Frameworks,https://doi.org/10.1145/3593013.3594120,General Fairness & Bias Mitigation,2023,6.4309797,4.506647,6.897205,7.2041526,6.4309797,4.506647,3.5824103,3.282145,4,False,closed,
